rank,prev_rank,name,league,off,def,spi
417,420,Odd BK,Norwegian Tippeligaen,1.22,1.81,33.36
418,406,Hatayspor,Turkish Turkcell Super Lig,0.99,1.54,33.0
419,423,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.06,1.64,32.86
420,401,AIK,Swedish Allsvenskan,0.84,1.33,32.81
421,430,Valenciennes,French Ligue 2,0.93,1.47,32.75
422,426,FC Tokyo,Japanese J League,0.95,1.49,32.64
423,427,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
424,419,St. Truidense,Belgian Jupiler League,1.12,1.73,32.59
425,421,Paris FC,French Ligue 2,0.89,1.42,32.54
426,422,Empoli,Italy Serie B,1.06,1.65,32.47
427,441,Fortuna Sittard,Dutch Eredivisie,1.24,1.9,32.4
428,444,FC Cartagena,Spanish Segunda Division,1.02,1.61,32.31
429,431,Louisville City FC,United Soccer League,1.08,1.69,32.24
430,435,Perth Glory,Australian A-League,1.09,1.72,31.9
431,436,Newcastle Jets,Australian A-League,1.11,1.76,31.86
432,448,Mjallby,Swedish Allsvenskan,1.13,1.79,31.78
433,442,Portsmouth,English League One,1.01,1.64,31.58
434,443,Reno 1868 FC,United Soccer League,1.27,2.0,31.38
435,408,Sunderland,English League One,0.89,1.49,31.29
436,453,Chievo Verona,Italy Serie B,0.93,1.55,31.21
437,449,Jahn Regensburg,German 2. Bundesliga,1.08,1.76,31.18
438,434,Mouscron-Peruwelz,Belgian Jupiler League,0.96,1.6,31.12
439,429,SV Sandhausen,German 2. Bundesliga,1.08,1.76,30.97
440,433,Emmen,Dutch Eredivisie,1.12,1.82,30.94
441,447,Vissel Kobe,Japanese J League,1.22,1.95,30.93
442,402,Logrones,Spanish Segunda Division,0.9,1.53,30.89
443,470,Erzgebirge Aue,German 2. Bundesliga,0.99,1.65,30.84
444,478,SD Ponferradina,Spanish Segunda Division,0.87,1.49,30.74
445,446,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,0.98,1.65,30.7
446,463,Tenerife,Spanish Segunda Division,0.75,1.32,30.65
447,466,FC Vaduz,Swiss Raiffeisen Super League,1.03,1.72,30.57
448,456,Kayserispor,Turkish Turkcell Super Lig,0.96,1.62,30.57
449,439,VVV Venlo,Dutch Eredivisie,1.24,2.01,30.42
450,468,Genclerbirligi,Turkish Turkcell Super Lig,0.96,1.64,30.35
451,482,Denizlispor,Turkish Turkcell Super Lig,0.93,1.59,30.29
452,454,Tampa Bay Rowdies,United Soccer League,0.96,1.64,30.21
453,455,Montreal Impact,Major League Soccer,1.13,1.88,30.18
454,457,Wellington Phoenix,Australian A-League,1.1,1.83,30.17
455,428,Urawa Red Diamonds,Japanese J League,1.02,1.73,30.1
456,425,Vejle,Danish SAS-Ligaen,1.07,1.8,30.08
457,459,Panetolikos,Greek Super League,0.86,1.51,30.07
458,493,Sochaux,French Ligue 2,0.87,1.53,30.03
459,451,VfL Osnabruck,German 2. Bundesliga,0.99,1.7,29.99
460,471,RKC,Dutch Eredivisie,1.08,1.82,29.98
461,445,Consadole Sapporo,Japanese J League,1.08,1.83,29.98
462,461,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
463,509,Waasland-Beveren,Belgian Jupiler League,1.09,1.84,29.78
464,500,IFK Goteborg,Swedish Allsvenskan,0.92,1.61,29.77
465,464,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
466,460,FC St. Pauli,German 2. Bundesliga,1.05,1.79,29.71
467,465,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
468,452,Erzurumspor,Turkish Turkcell Super Lig,0.97,1.7,29.57
469,486,Cittadella,Italy Serie B,0.93,1.64,29.46
470,469,Adelaide United,Australian A-League,1.22,2.05,29.37
471,474,AD Alcorcon,Spanish Segunda Division,0.72,1.35,29.32
472,480,Doncaster Rovers,English League One,1.0,1.75,29.19
473,476,CD Sabadell,Spanish Segunda Division,0.93,1.66,29.15
474,438,Peterborough United,English League One,0.99,1.75,29.05
475,473,Pittsburgh Riverhounds,United Soccer League,0.91,1.64,28.95
476,437,Le Havre,French Ligue 2,0.82,1.53,28.81
477,462,Kilmarnock,Scottish Premiership,0.86,1.59,28.79
478,503,Varbergs BoIS FC,Swedish Allsvenskan,1.03,1.85,28.46
479,479,Bidvest Wits,South African ABSA Premier League,0.74,1.44,28.42
480,481,Larissa,Greek Super League,0.7,1.38,28.18
481,485,Ankaragucu,Turkish Turkcell Super Lig,0.92,1.7,28.05
482,492,F.B.C Unione Venezia,Italy Serie B,0.83,1.58,28.02
483,483,Charlton Athletic,English League One,0.89,1.67,27.99
484,494,Frosinone,Italy Serie B,0.82,1.57,27.93
485,484,AC Ajaccio,French Ligue 2,0.77,1.49,27.92
486,440,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.96,1.78,27.9
487,458,Motherwell,Scottish Premiership,0.89,1.68,27.87
488,450,Fleetwood Town,English League One,0.91,1.71,27.85
489,488,San Antonio FC,United Soccer League,1.03,1.88,27.84
490,467,Ipswich Town,English League One,0.81,1.59,27.58
491,489,Lamia,Greek Super League,0.55,1.18,27.53
492,498,Dunkerque,French Ligue 2,0.77,1.53,27.43
493,472,Orebro SK,Swedish Allsvenskan,0.96,1.81,27.33
494,477,Real Zaragoza,Spanish Segunda Division,0.77,1.54,27.23
495,491,DC United,Major League Soccer,1.02,1.91,27.15
496,475,AS Nancy Lorraine,French Ligue 2,0.75,1.52,27.11
497,510,AC Horsens,Danish SAS-Ligaen,0.88,1.72,26.97
498,505,Castellon,Spanish Segunda Division,0.81,1.62,26.81
499,495,Guizhou Renhe,Chinese Super League,0.94,1.82,26.81
500,496,Western Sydney FC,Australian A-League,1.07,2.0,26.8
501,487,ADO Den Haag,Dutch Eredivisie,1.07,2.01,26.74
502,499,Melbourne Victory,Australian A-League,1.07,2.01,26.6
503,501,Western United,Australian A-League,1.02,1.96,26.35
504,512,Shimizu S-Pulse,Japanese J League,1.11,2.09,26.22
505,502,Brisbane Roar,Australian A-League,0.91,1.81,26.16
506,506,FC Xanthi,Greek Super League,0.58,1.33,25.81
507,490,Albacete,Spanish Segunda Division,0.62,1.4,25.61
508,518,Livingston,Scottish Premiership,0.85,1.77,25.43
509,504,Haugesund,Norwegian Tippeligaen,0.95,1.93,25.34
510,516,Stabaek,Norwegian Tippeligaen,0.8,1.71,25.22
511,507,Würzburger Kickers,German 2. Bundesliga,0.86,1.8,25.17
512,497,Niort,French Ligue 2,0.92,1.9,25.06
513,522,Pordenone Calcio,Italy Serie B,0.77,1.67,25.0
514,513,Salernitana,Italy Serie B,0.79,1.71,24.86
515,523,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,1.03,2.07,24.83
516,515,IK Sirius,Swedish Allsvenskan,0.98,2.01,24.81
517,511,Pau,French Ligue 2,0.76,1.68,24.65
518,514,Reggina,Italy Serie B,0.76,1.69,24.53
519,524,Sarpsborg,Norwegian Tippeligaen,0.77,1.71,24.31
520,521,Eintracht Braunschweig,German 2. Bundesliga,0.84,1.82,24.29
521,517,Black Aces,South African ABSA Premier League,0.81,1.78,24.28
522,538,Lincoln City,English League One,0.7,1.63,24.07
523,520,Maritzburg Utd,South African ABSA Premier League,0.56,1.39,24.05
524,530,Cremonese,Italy Serie B,0.72,1.66,24.05
525,525,Sagan Tosu,Japanese J League,0.65,1.56,23.94
526,508,Oita Trinita,Japanese J League,0.62,1.5,23.88
527,526,Sacramento Republic FC,United Soccer League,0.8,1.8,23.75
528,528,FC Cincinnati,Major League Soccer,0.75,1.72,23.73
529,527,SK Brann,Norwegian Tippeligaen,0.88,1.95,23.36
530,529,Lyngby,Danish SAS-Ligaen,0.88,1.96,23.18
531,531,Vancouver Whitecaps,Major League Soccer,0.84,1.9,23.13
532,541,Vegalta Sendai,Japanese J League,0.8,1.85,23.01
533,533,New Mexico United,United Soccer League,0.81,1.88,22.97
534,536,St Johnstone,Scottish Premiership,0.68,1.67,22.69
535,519,Chateauroux,French Ligue 2,0.69,1.7,22.55
536,551,Vicenza,Italy Serie B,0.78,1.85,22.47
537,540,Bloem Celtic,South African ABSA Premier League,0.8,1.9,22.37
538,535,Rodez,French Ligue 2,0.68,1.72,22.16
539,532,Salford City,English League Two,0.74,1.81,22.14
540,546,Chambly Thelle FC,French Ligue 2,0.7,1.75,21.98
541,543,Orange County SC,United Soccer League,0.77,1.88,21.91
542,544,El Paso Locomotive FC,United Soccer League,0.66,1.7,21.89
543,545,Panionios,Greek Super League,0.51,1.45,21.84
544,534,Oxford United,English League One,0.76,1.88,21.76
545,547,Austin Bold FC,United Soccer League,0.94,2.16,21.69
546,542,Cosenza,Italy Serie B,0.7,1.78,21.67
547,559,Blackpool,English League One,0.69,1.76,21.67
548,548,Charleston Battery,United Soccer League,0.74,1.86,21.6
549,563,Gillingham,English League One,0.63,1.69,21.3
550,552,Stromsgodset,Norwegian Tippeligaen,0.89,2.11,21.29
551,553,Volos NFC,Greek Super League,0.65,1.73,21.22
552,537,Pisa,Italy Serie B,0.76,1.91,21.19
553,539,Dundee Utd,Scottish Premiership,0.65,1.73,21.15
554,549,Helsingborgs IF,Swedish Allsvenskan,0.72,1.86,21.14
555,554,San Diego Loyal SC,United Soccer League,0.7,1.82,21.09
556,555,Shonan Bellmare,Japanese J League,0.64,1.74,20.8
557,576,Cheltenham Town,English League Two,0.71,1.88,20.62
558,560,Milton Keynes Dons,English League One,0.7,1.85,20.61
559,558,Indy Eleven,United Soccer League,0.68,1.84,20.5
560,566,Exeter City,English League Two,0.9,2.19,20.45
561,556,Virtus Entella,Italy Serie B,0.66,1.8,20.36
562,557,IK Start,Norwegian Tippeligaen,0.75,1.98,20.12
563,562,St Mirren,Scottish Premiership,0.56,1.66,19.89
564,561,Birmingham Legion FC,United Soccer League,0.84,2.15,19.81
565,568,Hamilton Academical,Scottish Premiership,0.82,2.16,19.35
566,572,Accrington Stanley,English League One,0.65,1.86,19.35
567,567,Sandefjord,Norwegian Tippeligaen,0.66,1.89,19.16
568,550,Östersunds FK,Swedish Allsvenskan,0.67,1.93,19.02
569,570,US Pescara,Italy Serie B,0.62,1.83,18.97
570,565,Highlands Park FC,South African ABSA Premier League,0.57,1.75,18.95
571,569,Yokohama FC,Japanese J League,0.68,1.98,18.49
572,571,Miami FC,United Soccer League,0.83,2.25,18.46
573,580,Kalmar FF,Swedish Allsvenskan,0.64,1.92,18.36
574,564,Reggiana,Italy Serie B,0.69,2.01,18.3
575,573,Falkenbergs FF,Swedish Allsvenskan,0.72,2.06,18.29
576,575,Saint Louis FC,United Soccer League,0.64,1.94,18.03
577,578,Burton Albion,English League One,0.8,2.24,17.88
578,585,Wigan,English League One,0.6,1.93,17.48
579,579,Central Coast Mariners,Australian A-League,0.78,2.26,17.34
580,581,Golden Arrows,South African ABSA Premier League,0.43,1.63,17.14
581,589,Crewe Alexandra,English League One,0.55,1.87,17.09
582,582,Charlotte Independence,United Soccer League,0.66,2.09,16.87
583,584,North Carolina FC,United Soccer League,0.65,2.09,16.69
584,574,Ascoli,Italy Serie B,0.6,2.01,16.38
585,586,LA Galaxy II,United Soccer League,0.84,2.45,16.26
586,592,Shrewsbury Town,English League One,0.59,2.03,15.94
587,583,Swindon Town,English League One,0.73,2.29,15.89
588,588,Ross County,Scottish Premiership,0.59,2.04,15.75
589,587,Mjondalen,Norwegian Tippeligaen,0.54,1.98,15.56
590,590,Polokwane City FC,South African ABSA Premier League,0.47,1.84,15.52
591,591,Tulsa Roughnecks,United Soccer League,0.62,2.14,15.51
592,594,AFC Wimbledon,English League One,0.58,2.06,15.42
593,577,Plymouth Argyle,English League One,0.67,2.23,15.39
594,595,Memphis 901 FC,United Soccer League,0.74,2.37,15.25
595,602,Rochdale,English League One,0.57,2.08,15.01
596,596,Colchester United,English League Two,0.62,2.17,15.0
597,593,Leyton Orient,English League Two,0.6,2.15,14.97
598,597,Oldham Athletic,English League Two,0.71,2.35,14.86
599,599,Bolton,English League Two,0.6,2.22,14.08
600,607,Bristol Rovers,English League One,0.51,2.05,14.06
601,598,Chippa United,South African ABSA Premier League,0.26,1.54,13.92
602,600,Hartford Athletic,United Soccer League,0.66,2.37,13.84
603,622,Port Vale,English League Two,0.57,2.23,13.5
604,604,AmaZulu,South African ABSA Premier League,0.31,1.68,13.48
605,605,Real Monarchs SLC,United Soccer League,0.56,2.22,13.33
606,606,Las Vegas Lights FC,United Soccer League,0.67,2.44,13.32
607,608,Baroka FC,South African ABSA Premier League,0.24,1.57,12.84
608,614,Crawley Town,English League Two,0.52,2.2,12.7
609,610,Tacoma Defiance,United Soccer League,0.65,2.49,12.51
610,603,Tranmere Rovers,English League Two,0.45,2.1,12.48
611,620,Carlisle United,English League Two,0.44,2.07,12.38
612,612,Portland Timbers 2,United Soccer League,0.79,2.78,12.37
613,613,Stellenbosch FC,South African ABSA Premier League,0.35,1.89,12.29
614,601,Cambridge United,English League Two,0.43,2.06,12.25
615,615,Forest Green Rovers,English League Two,0.39,1.98,12.21
616,611,Northampton Town,English League One,0.43,2.08,12.18
617,616,Black Leopards,South African ABSA Premier League,0.39,2.03,11.75
618,609,Aalesund,Norwegian Tippeligaen,0.62,2.53,11.73
619,617,Swope Park Rangers,United Soccer League,0.62,2.56,11.56
620,621,Newport County,English League Two,0.36,2.02,11.34
621,619,Colorado Springs Switchbacks FC,United Soccer League,0.47,2.27,11.15
622,623,Mansfield Town,English League Two,0.45,2.25,11.14
623,625,Oklahoma City Energy FC,United Soccer League,0.42,2.3,10.16
624,618,Barrow,English League Two,0.42,2.29,10.1
625,626,New York Red Bulls II,United Soccer League,0.64,2.79,10.04
626,627,Rio Grande Valley FC Toros,United Soccer League,0.47,2.42,10.01
627,628,Atlanta United 2,United Soccer League,0.57,2.67,9.86
628,634,Scunthorpe,English League Two,0.39,2.31,9.57
629,624,Bradford City,English League Two,0.3,2.13,9.29
630,632,Walsall,English League Two,0.29,2.17,8.79
631,630,Morecambe,English League Two,0.34,2.4,8.11
632,629,Grimsby Town,English League Two,0.32,2.35,8.05
633,631,Stevenage,English League Two,0.2,2.05,7.89
634,635,Loudoun United FC,United Soccer League,0.34,2.65,6.51
635,633,Harrogate Town,English League Two,0.2,2.34,6.13
636,636,Southend United,English League Two,0.2,2.39,5.88
637,637,Bethlehem Steel FC,United Soccer League,0.41,2.99,5.78
