rank,prev_rank,name,league,off,def,spi
416,416,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
417,432,Ipswich Town,English League One,0.98,1.54,32.57
418,436,KV Oostende,Belgian Jupiler League,1.04,1.62,32.42
419,408,Kayserispor,Turkish Turkcell Super Lig,1.09,1.7,32.35
420,395,San Jose Earthquakes,Major League Soccer,1.26,1.93,32.3
421,401,OH Leuven,Belgian Jupiler League,1.05,1.66,32.24
422,430,SpVgg Greuther Fürth,German 2. Bundesliga,1.03,1.64,32.12
423,413,Valenciennes,French Ligue 2,0.84,1.39,31.91
424,417,Erzurumspor,Turkish Turkcell Super Lig,1.02,1.63,31.9
425,424,Perth Glory,Australian A-League,1.09,1.72,31.9
426,448,FC Vaduz,Swiss Raiffeisen Super League,1.03,1.64,31.89
427,444,Grenoble,French Ligue 2,0.98,1.57,31.89
428,455,Vejle,Danish SAS-Ligaen,1.1,1.73,31.87
429,426,Newcastle Jets,Australian A-League,1.11,1.76,31.86
430,434,Nashville SC,Major League Soccer,0.93,1.52,31.86
431,495,Empoli,Italy Serie B,1.06,1.69,31.71
432,442,Valerenga,Norwegian Tippeligaen,1.1,1.75,31.65
433,439,Reno 1868 FC,United Soccer League,1.3,2.01,31.62
434,428,Karlsruher SC,German 2. Bundesliga,1.03,1.66,31.62
435,441,San Antonio FC,United Soccer League,1.19,1.89,31.33
436,472,Louisville City FC,United Soccer League,1.09,1.76,31.26
437,431,Genclerbirligi,Turkish Turkcell Super Lig,0.93,1.55,31.26
438,392,Aberdeen,Scottish Premiership,0.93,1.54,31.22
439,427,VfL Osnabruck,German 2. Bundesliga,1.06,1.72,31.2
440,418,Castellon,Spanish Segunda Division,0.99,1.63,31.13
441,420,ADO Den Haag,Dutch Eredivisie,1.1,1.79,30.97
442,435,Mirandes,Spanish Segunda Division,0.96,1.6,30.96
443,,Lecce,Italy Serie B,1.01,1.68,30.81
444,452,Lugo,Spanish Segunda Division,0.91,1.54,30.77
445,438,CD Sabadell,Spanish Segunda Division,0.99,1.66,30.72
446,422,Urawa Red Diamonds,Japanese J League,1.11,1.82,30.69
447,429,FC Cartagena,Spanish Segunda Division,0.93,1.59,30.58
448,421,AC Ajaccio,French Ligue 2,0.82,1.42,30.52
449,443,Ankaragucu,Turkish Turkcell Super Lig,0.96,1.63,30.49
450,456,Jahn Regensburg,German 2. Bundesliga,1.06,1.76,30.4
451,467,Erzgebirge Aue,German 2. Bundesliga,0.98,1.66,30.32
452,446,Logrones,Spanish Segunda Division,0.96,1.64,30.31
453,447,IK Sirius,Swedish Allsvenskan,1.16,1.91,30.29
454,445,Fortuna Sittard,Dutch Eredivisie,1.09,1.83,30.22
455,449,Wellington Phoenix,Australian A-League,1.1,1.83,30.17
456,450,Panetolikos,Greek Super League,0.86,1.51,30.07
457,465,Auxerre,French Ligue 2,0.85,1.51,29.98
458,451,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
459,425,Sonderjyske,Danish SAS-Ligaen,0.99,1.71,29.89
460,478,AS Nancy Lorraine,French Ligue 2,0.81,1.45,29.83
461,453,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
462,454,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
463,433,Paris FC,French Ligue 2,0.85,1.53,29.5
464,459,Mazatlán FC,Mexican Primera Division Torneo Apertura,0.91,1.62,29.48
465,419,Montreal Impact,Major League Soccer,1.06,1.82,29.48
466,482,SD Ponferradina,Spanish Segunda Division,0.86,1.55,29.39
467,458,Adelaide United,Australian A-League,1.22,2.05,29.37
468,466,RKC,Dutch Eredivisie,1.04,1.81,29.36
469,464,Kilmarnock,Scottish Premiership,0.95,1.68,29.31
470,468,FC St. Pauli,German 2. Bundesliga,1.02,1.78,29.18
471,460,Sochaux,French Ligue 2,0.84,1.53,29.08
472,462,Denizlispor,Turkish Turkcell Super Lig,0.88,1.6,29.06
473,463,DC United,Major League Soccer,0.94,1.69,28.89
474,440,Albacete,Spanish Segunda Division,0.78,1.46,28.81
475,475,Peterborough United,English League One,1.02,1.81,28.62
476,477,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.03,1.83,28.57
477,470,Tampa Bay Rowdies,United Soccer League,0.89,1.64,28.44
478,471,Bidvest Wits,South African ABSA Premier League,0.74,1.44,28.42
479,476,Frosinone,Italy Serie B,0.86,1.6,28.42
480,474,Larissa,Greek Super League,0.7,1.38,28.18
481,484,Dunkerque,French Ligue 2,0.87,1.64,28.06
482,486,Consadole Sapporo,Japanese J League,1.01,1.85,27.97
483,461,IFK Goteborg,Swedish Allsvenskan,0.96,1.78,27.94
484,507,Motherwell,Scottish Premiership,0.82,1.58,27.78
485,481,Lamia,Greek Super League,0.55,1.18,27.53
486,480,AC Horsens,Danish SAS-Ligaen,0.89,1.72,27.32
487,493,Niort,French Ligue 2,0.83,1.63,27.19
488,485,Eintracht Braunschweig,German 2. Bundesliga,0.9,1.74,27.1
489,503,Livingston,Scottish Premiership,0.94,1.79,27.1
490,469,Chievo Verona,Italy Serie B,0.84,1.67,26.82
491,487,Guizhou Renhe,Chinese Super League,0.94,1.82,26.81
492,488,Western Sydney FC,Australian A-League,1.07,2.0,26.8
493,479,Stabaek,Norwegian Tippeligaen,0.92,1.79,26.75
494,473,Charlton Athletic,English League One,0.93,1.81,26.65
495,491,Melbourne Victory,Australian A-League,1.07,2.01,26.6
496,492,Western United,Australian A-League,1.02,1.96,26.35
497,520,Oita Trinita,Japanese J League,0.76,1.59,26.23
498,494,Brisbane Roar,Australian A-League,0.91,1.81,26.16
499,497,Haugesund,Norwegian Tippeligaen,0.86,1.73,26.14
500,490,Orebro SK,Swedish Allsvenskan,0.91,1.81,26.07
501,496,Lyngby,Danish SAS-Ligaen,0.81,1.68,25.97
502,525,Salford City,English League Two,0.94,1.87,25.95
503,483,Cittadella,Italy Serie B,0.85,1.74,25.94
504,506,Mjallby,Swedish Allsvenskan,0.96,1.91,25.85
505,457,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.95,1.9,25.81
506,498,FC Xanthi,Greek Super League,0.58,1.33,25.81
507,502,Östersunds FK,Swedish Allsvenskan,0.74,1.57,25.77
508,499,Chateauroux,French Ligue 2,0.74,1.59,25.63
509,504,Rodez,French Ligue 2,0.8,1.67,25.63
510,501,Waasland-Beveren,Belgian Jupiler League,1.04,2.04,25.56
511,528,Doncaster Rovers,English League One,0.84,1.75,25.36
512,489,Oxford United,English League One,0.85,1.78,25.29
513,524,FC Cincinnati,Major League Soccer,0.81,1.73,25.17
514,510,Cremonese,Italy Serie B,0.76,1.66,24.9
515,511,Salernitana,Italy Serie B,0.83,1.77,24.81
516,505,Stromsgodset,Norwegian Tippeligaen,1.07,2.13,24.77
517,531,Helsingborgs IF,Swedish Allsvenskan,0.9,1.9,24.51
518,513,Black Aces,South African ABSA Premier League,0.81,1.78,24.28
519,516,Chambly Thelle FC,French Ligue 2,0.74,1.67,24.27
520,500,Würzburger Kickers,German 2. Bundesliga,0.82,1.8,24.18
521,517,Maritzburg Utd,South African ABSA Premier League,0.56,1.39,24.05
522,529,Shimizu S-Pulse,Japanese J League,1.0,2.09,24.01
523,512,Sacramento Republic FC,United Soccer League,0.87,1.91,23.74
524,,Reggina,Italy Serie B,0.82,1.84,23.65
525,515,Wigan,English League One,0.86,1.9,23.59
526,519,Portsmouth,English League One,0.71,1.67,23.56
527,521,Virtus Entella,Italy Serie B,0.77,1.77,23.45
528,523,SK Brann,Norwegian Tippeligaen,0.82,1.85,23.37
529,514,Cosenza,Italy Serie B,0.79,1.82,23.34
530,534,Sarpsborg,Norwegian Tippeligaen,0.73,1.72,23.34
531,526,Fleetwood Town,English League One,0.8,1.83,23.26
532,532,Pordenone Calcio,Italy Serie B,0.76,1.78,22.99
533,508,Indy Eleven,United Soccer League,0.74,1.76,22.89
534,536,F.B.C Unione Venezia,Italy Serie B,0.72,1.73,22.87
535,540,Dundee Utd,Scottish Premiership,0.78,1.84,22.63
536,530,Pau,French Ligue 2,0.75,1.79,22.6
537,538,US Pescara,Italy Serie B,0.73,1.77,22.6
538,522,New Mexico United,United Soccer League,0.91,2.05,22.51
539,543,Blackpool,English League One,0.74,1.79,22.41
540,533,Orange County SC,United Soccer League,0.75,1.82,22.38
541,535,Bloem Celtic,South African ABSA Premier League,0.8,1.9,22.37
542,547,Vancouver Whitecaps,Major League Soccer,0.91,2.07,22.36
543,562,Birmingham Legion FC,United Soccer League,0.83,1.98,21.95
544,537,Vegalta Sendai,Japanese J League,0.73,1.81,21.89
545,549,Pisa,Italy Serie B,0.73,1.81,21.85
546,541,Panionios,Greek Super League,0.51,1.45,21.84
547,527,Sagan Tosu,Japanese J League,0.64,1.68,21.74
548,554,Gillingham,English League One,0.7,1.79,21.54
549,,Vicenza,Italy Serie B,0.75,1.88,21.5
550,552,Lincoln City,English League One,0.75,1.87,21.46
551,545,Austin Bold FC,United Soccer League,0.99,2.26,21.45
552,518,Varbergs BoIS FC,Swedish Allsvenskan,0.83,2.01,21.34
553,544,Volos NFC,Greek Super League,0.65,1.73,21.22
554,560,Ascoli,Italy Serie B,0.78,1.94,21.19
555,539,St Johnstone,Scottish Premiership,0.6,1.66,21.01
556,546,Hamilton Academical,Scottish Premiership,0.72,1.88,20.87
557,551,El Paso Locomotive FC,United Soccer League,0.7,1.84,20.78
558,553,Burton Albion,English League One,0.82,2.06,20.67
559,542,Swindon Town,English League One,0.76,1.96,20.51
560,556,Charleston Battery,United Soccer League,0.67,1.81,20.39
561,558,Ross County,Scottish Premiership,0.71,1.89,20.3
562,550,Milton Keynes Dons,English League One,0.68,1.86,20.07
563,,Reggiana,Italy Serie B,0.71,1.91,20.05
564,559,St Mirren,Scottish Premiership,0.61,1.76,19.84
565,568,Kalmar FF,Swedish Allsvenskan,0.71,1.98,19.25
566,577,San Diego Loyal SC,United Soccer League,0.64,1.85,19.2
567,564,Charlotte Independence,United Soccer League,0.78,2.12,18.98
568,563,Highlands Park FC,South African ABSA Premier League,0.57,1.75,18.95
569,565,Saint Louis FC,United Soccer League,0.71,2.02,18.54
570,576,Falkenbergs FF,Swedish Allsvenskan,0.71,2.07,18.07
571,566,Sandefjord,Norwegian Tippeligaen,0.64,1.95,17.93
572,561,Shonan Bellmare,Japanese J League,0.66,2.0,17.77
573,569,Yokohama FC,Japanese J League,0.68,2.07,17.52
574,548,Miami FC,United Soccer League,0.8,2.28,17.41
575,573,Central Coast Mariners,Australian A-League,0.78,2.26,17.34
576,567,Shrewsbury Town,English League One,0.56,1.86,17.33
577,581,Colchester United,English League Two,0.58,1.91,17.2
578,574,Golden Arrows,South African ABSA Premier League,0.43,1.63,17.14
579,580,Plymouth Argyle,English League One,0.68,2.11,16.95
580,586,Cheltenham Town,English League Two,0.56,1.89,16.93
581,575,Accrington Stanley,English League One,0.62,2.03,16.75
582,578,IK Start,Norwegian Tippeligaen,0.62,2.03,16.67
583,570,Real Monarchs SLC,United Soccer League,0.67,2.14,16.39
584,571,Bolton,English League Two,0.61,2.05,16.19
585,585,LA Galaxy II,United Soccer League,0.79,2.41,15.81
586,579,North Carolina FC,United Soccer League,0.65,2.17,15.62
587,584,Polokwane City FC,South African ABSA Premier League,0.47,1.84,15.52
588,572,Oldham Athletic,English League Two,0.66,2.21,15.48
589,590,Northampton Town,English League One,0.59,2.1,15.2
590,583,Bristol Rovers,English League One,0.51,2.0,14.58
591,588,Aalesund,Norwegian Tippeligaen,0.81,2.57,14.57
592,593,AFC Wimbledon,English League One,0.59,2.16,14.49
593,582,Exeter City,English League Two,0.58,2.16,14.37
594,587,Mjondalen,Norwegian Tippeligaen,0.55,2.1,14.29
595,589,Rochdale,English League One,0.56,2.13,14.24
596,592,Mansfield Town,English League Two,0.59,2.21,14.0
597,591,Chippa United,South African ABSA Premier League,0.26,1.54,13.92
598,594,AmaZulu,South African ABSA Premier League,0.31,1.68,13.48
599,609,Hartford Athletic,United Soccer League,0.72,2.52,13.45
600,600,Portland Timbers 2,United Soccer League,0.84,2.76,13.34
601,606,Port Vale,English League Two,0.46,2.03,13.23
602,597,Leyton Orient,English League Two,0.55,2.22,13.23
603,599,Bradford City,English League Two,0.47,2.07,13.19
604,598,Tulsa Roughnecks,United Soccer League,0.53,2.19,13.04
605,602,Baroka FC,South African ABSA Premier League,0.24,1.57,12.84
606,595,Las Vegas Lights FC,United Soccer League,0.6,2.35,12.83
607,616,Tacoma Defiance,United Soccer League,0.7,2.56,12.79
608,610,Colorado Springs Switchbacks FC,United Soccer League,0.57,2.33,12.54
609,601,Memphis 901 FC,United Soccer League,0.61,2.42,12.47
610,596,New York Red Bulls II,United Soccer League,0.65,2.5,12.41
611,605,Stellenbosch FC,South African ABSA Premier League,0.35,1.89,12.29
612,604,Crewe Alexandra,English League One,0.43,2.08,12.18
613,608,Black Leopards,South African ABSA Premier League,0.39,2.03,11.75
614,612,Crawley Town,English League Two,0.42,2.13,11.46
615,617,Swope Park Rangers,United Soccer League,0.61,2.56,11.3
616,611,Oklahoma City Energy FC,United Soccer League,0.41,2.17,10.92
617,614,Barrow,English League Two,0.43,2.26,10.67
618,618,Forest Green Rovers,English League Two,0.39,2.17,10.59
619,615,Scunthorpe,English League Two,0.41,2.24,10.49
620,607,Tranmere Rovers,English League Two,0.39,2.18,10.42
621,613,Southend United,English League Two,0.43,2.31,10.21
622,628,Cambridge United,English League Two,0.34,2.22,9.18
623,621,Walsall,English League Two,0.35,2.28,9.09
624,625,Stevenage,English League Two,0.3,2.16,9.08
625,622,Atlanta United 2,United Soccer League,0.48,2.59,9.03
626,619,Grimsby Town,English League Two,0.35,2.29,9.0
627,624,Rio Grande Valley FC Toros,United Soccer League,0.35,2.45,7.88
628,620,Morecambe,English League Two,0.34,2.45,7.82
629,627,Carlisle United,English League Two,0.29,2.33,7.66
630,626,Newport County,English League Two,0.2,2.16,7.18
631,623,Loudoun United FC,United Soccer League,0.34,2.65,6.51
632,629,Harrogate Town,English League Two,0.23,2.39,6.31
633,630,Bethlehem Steel FC,United Soccer League,0.3,2.94,4.76
