rank,prev_rank,name,league,off,def,spi
417,422,Valenciennes,French Ligue 2,0.93,1.46,32.94
418,411,Málaga,Spanish Segunda Division,0.85,1.35,32.89
419,439,Chievo Verona,Italy Serie B,0.96,1.5,32.88
420,429,Fortuna Sittard,Dutch Eredivisie,1.25,1.87,32.87
421,421,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.06,1.64,32.86
422,408,Cercle Brugge,Belgian Jupiler League,1.2,1.81,32.86
423,404,Brescia,Italy Serie B,1.09,1.68,32.75
424,428,Jahn Regensburg,German 2. Bundesliga,1.1,1.69,32.74
425,427,Empoli,Italy Serie B,1.05,1.63,32.7
426,424,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
427,436,Portsmouth,English League One,0.99,1.56,32.46
428,431,Louisville City FC,United Soccer League,1.08,1.69,32.24
429,418,Fuenlabrada,Spanish Segunda Division,0.82,1.34,32.15
430,425,St. Truidense,Belgian Jupiler League,1.11,1.75,32.11
431,432,Mjallby,Swedish Allsvenskan,1.17,1.82,32.08
432,426,Paris FC,French Ligue 2,0.87,1.43,31.96
433,417,Odd BK,Norwegian Tippeligaen,1.24,1.91,31.95
434,433,Perth Glory,Australian A-League,1.09,1.72,31.9
435,434,Newcastle Jets,Australian A-League,1.11,1.76,31.86
436,452,Mouscron-Peruwelz,Belgian Jupiler League,0.99,1.6,31.65
437,440,Emmen,Dutch Eredivisie,1.13,1.79,31.61
438,437,Reno 1868 FC,United Soccer League,1.27,2.0,31.38
439,447,Genclerbirligi,Turkish Turkcell Super Lig,0.96,1.58,31.33
440,466,Cittadella,Italy Serie B,0.95,1.58,31.26
441,430,FC Cartagena,Spanish Segunda Division,1.0,1.64,31.24
442,489,Ankaragucu,Turkish Turkcell Super Lig,1.03,1.69,30.94
443,441,Vissel Kobe,Japanese J League,1.22,1.95,30.93
444,463,FC St. Pauli,German 2. Bundesliga,1.09,1.78,30.9
445,443,IFK Goteborg,Swedish Allsvenskan,0.93,1.56,30.77
446,484,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.05,1.75,30.56
447,445,Kayserispor,Turkish Turkcell Super Lig,0.91,1.56,30.45
448,470,Peterborough United,English League One,1.04,1.74,30.32
449,420,SV Ried,Austrian T-Mobile Bundesliga,1.14,1.88,30.29
450,449,Tampa Bay Rowdies,United Soccer League,0.96,1.64,30.21
451,450,Montreal Impact,Major League Soccer,1.13,1.88,30.18
452,451,Wellington Phoenix,Australian A-League,1.1,1.83,30.17
453,444,SD Ponferradina,Spanish Segunda Division,0.84,1.48,30.13
454,455,Panetolikos,Greek Super League,0.86,1.51,30.07
455,460,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
456,461,Waasland-Beveren,Belgian Jupiler League,1.11,1.87,29.95
457,459,Consadole Sapporo,Japanese J League,1.08,1.82,29.91
458,456,Sochaux,French Ligue 2,0.84,1.49,29.91
459,457,VfL Osnabruck,German 2. Bundesliga,0.96,1.66,29.88
460,458,RKC,Dutch Eredivisie,1.06,1.81,29.8
461,462,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
462,482,Charlton Athletic,English League One,0.99,1.72,29.76
463,435,SV Sandhausen,German 2. Bundesliga,1.03,1.77,29.66
464,468,Doncaster Rovers,English League One,1.02,1.75,29.65
465,465,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
466,453,Urawa Red Diamonds,Japanese J League,0.97,1.7,29.58
467,446,VVV Venlo,Dutch Eredivisie,1.2,2.02,29.56
468,448,Tenerife,Spanish Segunda Division,0.76,1.39,29.56
469,469,Denizlispor,Turkish Turkcell Super Lig,0.93,1.64,29.43
470,467,Adelaide United,Australian A-League,1.22,2.05,29.37
471,454,Vejle,Danish SAS-Ligaen,1.07,1.84,29.36
472,480,CD Sabadell,Spanish Segunda Division,0.9,1.63,29.04
473,464,Erzgebirge Aue,German 2. Bundesliga,0.99,1.75,29.03
474,472,Pittsburgh Riverhounds,United Soccer League,0.91,1.64,28.95
475,500,Castellon,Spanish Segunda Division,0.89,1.62,28.91
476,483,Frosinone,Italy Serie B,0.84,1.56,28.73
477,473,Le Havre,French Ligue 2,0.78,1.48,28.69
478,475,AD Alcorcon,Spanish Segunda Division,0.65,1.29,28.68
479,476,Bidvest Wits,South African ABSA Premier League,0.74,1.44,28.42
480,477,Larissa,Greek Super League,0.7,1.38,28.18
481,442,Logrones,Spanish Segunda Division,0.84,1.58,28.18
482,474,Kilmarnock,Scottish Premiership,0.83,1.58,28.08
483,478,Orebro SK,Swedish Allsvenskan,0.97,1.79,28.06
484,481,Varbergs BoIS FC,Swedish Allsvenskan,0.99,1.82,28.0
485,487,San Antonio FC,United Soccer League,1.03,1.88,27.84
486,497,AS Nancy Lorraine,French Ligue 2,0.83,1.59,27.77
487,486,Fleetwood Town,English League One,0.85,1.62,27.7
488,479,F.B.C Unione Venezia,Italy Serie B,0.8,1.56,27.67
489,494,Lamia,Greek Super League,0.55,1.18,27.53
490,496,DC United,Major League Soccer,1.02,1.91,27.15
491,493,Real Zaragoza,Spanish Segunda Division,0.72,1.47,27.07
492,491,ADO Den Haag,Dutch Eredivisie,1.07,1.98,27.05
493,498,Guizhou Renhe,Chinese Super League,0.94,1.82,26.81
494,499,Western Sydney FC,Australian A-League,1.07,2.0,26.8
495,490,Erzurumspor,Turkish Turkcell Super Lig,0.9,1.76,26.75
496,501,Melbourne Victory,Australian A-League,1.07,2.01,26.6
497,485,Motherwell,Scottish Premiership,0.84,1.69,26.56
498,523,Sagan Tosu,Japanese J League,0.73,1.52,26.47
499,471,FC Vaduz,Swiss Raiffeisen Super League,0.9,1.78,26.45
500,508,Livingston,Scottish Premiership,0.89,1.77,26.38
501,488,AC Ajaccio,French Ligue 2,0.72,1.52,26.36
502,502,Western United,Australian A-League,1.02,1.96,26.35
503,509,Niort,French Ligue 2,0.9,1.79,26.25
504,505,Brisbane Roar,Australian A-League,0.91,1.81,26.16
505,503,AC Horsens,Danish SAS-Ligaen,0.85,1.72,26.13
506,492,Ipswich Town,English League One,0.77,1.61,26.08
507,506,FC Xanthi,Greek Super League,0.58,1.33,25.81
508,507,Stabaek,Norwegian Tippeligaen,0.87,1.78,25.75
509,513,Pordenone Calcio,Italy Serie B,0.75,1.6,25.72
510,519,Oita Trinita,Japanese J League,0.65,1.48,25.08
511,495,Dunkerque,French Ligue 2,0.74,1.63,24.99
512,515,Würzburger Kickers,German 2. Bundesliga,0.86,1.82,24.92
513,504,Shimizu S-Pulse,Japanese J League,1.07,2.14,24.68
514,512,Pau,French Ligue 2,0.72,1.64,24.39
515,518,Black Aces,South African ABSA Premier League,0.81,1.78,24.28
516,517,Eintracht Braunschweig,German 2. Bundesliga,0.82,1.8,24.18
517,510,Salernitana,Italy Serie B,0.78,1.74,24.14
518,514,Cremonese,Italy Serie B,0.76,1.71,24.13
519,522,Maritzburg Utd,South African ABSA Premier League,0.56,1.39,24.05
520,524,Haugesund,Norwegian Tippeligaen,0.91,1.97,23.85
521,511,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,1.0,2.09,23.84
522,546,Oxford United,English League One,0.8,1.79,23.83
523,533,Vegalta Sendai,Japanese J League,0.84,1.86,23.83
524,525,Sarpsborg,Norwegian Tippeligaen,0.71,1.66,23.78
525,526,Sacramento Republic FC,United Soccer League,0.8,1.8,23.75
526,527,FC Cincinnati,Major League Soccer,0.75,1.72,23.73
527,528,IK Sirius,Swedish Allsvenskan,0.94,2.02,23.7
528,540,Cosenza,Italy Serie B,0.72,1.71,23.35
529,530,Helsingborgs IF,Swedish Allsvenskan,0.83,1.88,23.31
530,531,SK Brann,Norwegian Tippeligaen,0.86,1.93,23.19
531,532,Vancouver Whitecaps,Major League Soccer,0.84,1.9,23.13
532,548,Blackpool,English League One,0.73,1.73,23.1
533,516,Reggina,Italy Serie B,0.74,1.75,23.1
534,534,New Mexico United,United Soccer League,0.81,1.88,22.97
535,529,St Johnstone,Scottish Premiership,0.69,1.68,22.94
536,535,Stromsgodset,Norwegian Tippeligaen,0.96,2.11,22.87
537,542,Chambly Thelle FC,French Ligue 2,0.71,1.73,22.7
538,538,Rodez,French Ligue 2,0.69,1.7,22.62
539,537,Bloem Celtic,South African ABSA Premier League,0.8,1.9,22.37
540,520,Albacete,Spanish Segunda Division,0.56,1.5,22.26
541,550,Lyngby,Danish SAS-Ligaen,0.89,2.05,22.14
542,554,Dundee Utd,Scottish Premiership,0.68,1.72,22.09
543,543,Orange County SC,United Soccer League,0.77,1.88,21.91
544,544,El Paso Locomotive FC,United Soccer League,0.66,1.7,21.89
545,560,Exeter City,English League Two,0.97,2.2,21.84
546,545,Panionios,Greek Super League,0.51,1.45,21.84
547,541,Vicenza,Italy Serie B,0.76,1.87,21.7
548,547,Austin Bold FC,United Soccer League,0.94,2.16,21.69
549,549,Charleston Battery,United Soccer League,0.74,1.86,21.6
550,536,Chateauroux,French Ligue 2,0.65,1.73,21.22
551,553,Volos NFC,Greek Super League,0.65,1.73,21.22
552,555,San Diego Loyal SC,United Soccer League,0.7,1.82,21.09
553,551,Pisa,Italy Serie B,0.7,1.83,20.88
554,539,Salford City,English League Two,0.66,1.78,20.87
555,566,Accrington Stanley,English League One,0.75,1.92,20.87
556,562,St Mirren,Scottish Premiership,0.56,1.61,20.78
557,559,Indy Eleven,United Soccer League,0.68,1.84,20.5
558,521,Lincoln City,English League One,0.61,1.73,20.34
559,558,Milton Keynes Dons,English League One,0.67,1.83,20.29
560,556,Shonan Bellmare,Japanese J League,0.61,1.73,20.2
561,563,Birmingham Legion FC,United Soccer League,0.84,2.15,19.81
562,564,Sandefjord,Norwegian Tippeligaen,0.64,1.82,19.69
563,552,Gillingham,English League One,0.59,1.75,19.43
564,567,IK Start,Norwegian Tippeligaen,0.7,1.96,19.26
565,561,Virtus Entella,Italy Serie B,0.66,1.9,19.09
566,569,Highlands Park FC,South African ABSA Premier League,0.57,1.75,18.95
567,557,Cheltenham Town,English League Two,0.61,1.83,18.91
568,570,Reggiana,Italy Serie B,0.68,1.96,18.88
569,568,US Pescara,Italy Serie B,0.59,1.81,18.72
570,572,Miami FC,United Soccer League,0.83,2.25,18.46
571,573,Falkenbergs FF,Swedish Allsvenskan,0.74,2.11,18.32
572,574,Kalmar FF,Swedish Allsvenskan,0.6,1.86,18.23
573,575,Saint Louis FC,United Soccer League,0.64,1.94,18.03
574,576,Östersunds FK,Swedish Allsvenskan,0.65,1.97,17.92
575,577,Burton Albion,English League One,0.79,2.22,17.89
576,581,Crewe Alexandra,English League One,0.59,1.87,17.8
577,571,Yokohama FC,Japanese J League,0.61,1.93,17.71
578,565,Hamilton Academical,Scottish Premiership,0.78,2.23,17.64
579,595,Rochdale,English League One,0.7,2.09,17.61
580,586,Shrewsbury Town,English League One,0.6,1.91,17.6
581,579,Central Coast Mariners,Australian A-League,0.78,2.26,17.34
582,580,Golden Arrows,South African ABSA Premier League,0.43,1.63,17.14
583,582,Charlotte Independence,United Soccer League,0.66,2.09,16.87
584,583,North Carolina FC,United Soccer League,0.65,2.09,16.69
585,584,LA Galaxy II,United Soccer League,0.84,2.45,16.26
586,585,Ascoli,Italy Serie B,0.61,2.08,15.93
587,578,Wigan,English League One,0.65,2.15,15.9
588,591,AFC Wimbledon,English League One,0.64,2.14,15.74
589,587,Mjondalen,Norwegian Tippeligaen,0.51,1.9,15.73
590,600,Bristol Rovers,English League One,0.55,2.0,15.56
591,589,Polokwane City FC,South African ABSA Premier League,0.47,1.84,15.52
592,590,Tulsa Roughnecks,United Soccer League,0.62,2.14,15.51
593,588,Swindon Town,English League One,0.68,2.26,15.28
594,598,Oldham Athletic,English League Two,0.76,2.41,15.26
595,593,Memphis 901 FC,United Soccer League,0.74,2.37,15.25
596,596,Leyton Orient,English League Two,0.61,2.17,14.79
597,611,Carlisle United,English League Two,0.51,1.99,14.77
598,594,Colchester United,English League Two,0.57,2.13,14.54
599,597,Ross County,Scottish Premiership,0.53,2.08,14.29
600,599,Bolton,English League Two,0.58,2.19,14.05
601,601,Chippa United,South African ABSA Premier League,0.26,1.54,13.92
602,602,Hartford Athletic,United Soccer League,0.66,2.37,13.84
603,592,Plymouth Argyle,English League One,0.62,2.31,13.71
604,608,Crawley Town,English League Two,0.57,2.22,13.55
605,604,AmaZulu,South African ABSA Premier League,0.31,1.68,13.48
606,605,Real Monarchs SLC,United Soccer League,0.56,2.22,13.33
607,606,Las Vegas Lights FC,United Soccer League,0.67,2.44,13.32
608,603,Port Vale,English League Two,0.54,2.2,13.21
609,615,Forest Green Rovers,English League Two,0.4,1.93,13.07
610,607,Baroka FC,South African ABSA Premier League,0.24,1.57,12.84
611,609,Tacoma Defiance,United Soccer League,0.65,2.49,12.51
612,612,Portland Timbers 2,United Soccer League,0.79,2.78,12.37
613,613,Stellenbosch FC,South African ABSA Premier League,0.35,1.89,12.29
614,617,Newport County,English League Two,0.38,1.98,12.17
615,614,Cambridge United,English League Two,0.41,2.08,11.8
616,618,Black Leopards,South African ABSA Premier League,0.39,2.03,11.75
617,619,Swope Park Rangers,United Soccer League,0.62,2.56,11.56
618,620,Aalesund,Norwegian Tippeligaen,0.62,2.57,11.4
619,621,Colorado Springs Switchbacks FC,United Soccer League,0.47,2.27,11.15
620,610,Tranmere Rovers,English League Two,0.41,2.19,10.83
621,616,Northampton Town,English League One,0.4,2.19,10.65
622,622,Mansfield Town,English League Two,0.4,2.22,10.42
623,630,Walsall,English League Two,0.37,2.16,10.22
624,623,Oklahoma City Energy FC,United Soccer League,0.42,2.3,10.16
625,625,New York Red Bulls II,United Soccer League,0.64,2.79,10.04
626,626,Rio Grande Valley FC Toros,United Soccer League,0.47,2.42,10.01
627,627,Atlanta United 2,United Soccer League,0.57,2.67,9.86
628,624,Barrow,English League Two,0.43,2.4,9.5
629,628,Bradford City,English League Two,0.29,2.16,8.87
630,631,Morecambe,English League Two,0.36,2.33,8.77
631,629,Scunthorpe,English League Two,0.33,2.27,8.67
632,632,Stevenage,English League Two,0.2,2.15,7.23
633,633,Grimsby Town,English League Two,0.26,2.44,6.6
634,634,Loudoun United FC,United Soccer League,0.34,2.65,6.51
635,635,Harrogate Town,English League Two,0.2,2.29,6.42
636,636,Southend United,English League Two,0.2,2.33,6.2
637,637,Bethlehem Steel FC,United Soccer League,0.41,2.99,5.78
