rank,prev_rank,name,league,off,def,spi
39,31,West Ham United,Barclays Premier League,2.01,0.75,73.71
40,43,TSG Hoffenheim,German Bundesliga,2.19,0.91,73.12
41,42,Brighton and Hove Albion,Barclays Premier League,1.89,0.69,73.11
42,45,Getafe,Spanish Primera Division,1.61,0.51,72.71
43,41,Eintracht Frankfurt,German Bundesliga,2.15,0.9,72.58
44,47,Athletic Bilbao,Spanish Primera Division,1.8,0.65,72.45
45,44,Shakhtar Donetsk,UEFA Europa League,2.23,1.0,71.75
46,50,Lazio,Italy Serie A,2.08,0.9,71.45
47,46,Olympiacos,Greek Super League,1.91,0.78,71.43
48,32,AS Monaco,French Ligue 1,2.05,0.89,70.98
49,48,Flamengo,Brasileiro Série A,2.12,0.97,70.32
50,54,1. FC Union Berlin,German Bundesliga,1.87,0.8,70.06
51,56,Rangers,Scottish Premiership,2.01,0.92,69.8
52,53,VfB Stuttgart,German Bundesliga,2.02,0.93,69.57
53,52,Club Brugge,Belgian Jupiler League,1.87,0.82,69.56
54,58,Real Betis,Spanish Primera Division,1.84,0.82,68.88
55,55,Levante,Spanish Primera Division,1.88,0.86,68.76
56,49,Eibar,Spanish Primera Division,1.65,0.7,68.41
57,51,Hertha Berlin,German Bundesliga,1.9,0.92,67.78
58,63,Young Boys,Swiss Raiffeisen Super League,2.01,1.02,67.57
59,57,Crystal Palace,Barclays Premier League,1.8,0.85,67.53
60,79,SC Freiburg,German Bundesliga,1.96,0.98,67.5
61,64,Stade Rennes,French Ligue 1,1.69,0.76,67.44
62,60,Sporting CP,Portuguese Liga,1.73,0.81,67.07
63,59,Leeds United,Barclays Premier League,2.08,1.09,67.03
64,61,Marseille,French Ligue 1,1.68,0.78,66.93
65,72,PSV,Dutch Eredivisie,2.08,1.1,66.8
66,82,Fiorentina,Italy Serie A,1.78,0.87,66.65
67,65,Dinamo Zagreb,UEFA Europa League,1.98,1.04,66.47
68,67,Burnley,Barclays Premier League,1.67,0.8,66.19
69,71,Granada,Spanish Primera Division,1.69,0.82,66.14
70,66,FC Krasnodar,Russian Premier Liga,1.86,0.95,66.14
71,62,Osasuna,Spanish Primera Division,1.74,0.87,65.93
72,73,River Plate,Argentina Primera Division,1.74,0.88,65.48
73,77,Alavés,Spanish Primera Division,1.64,0.81,65.47
74,75,Udinese,Italy Serie A,1.63,0.8,65.46
75,70,Valencia,Spanish Primera Division,1.85,0.98,65.34
76,84,Fulham,Barclays Premier League,1.74,0.89,65.2
77,76,Sassuolo,Italy Serie A,1.92,1.05,65.2
78,89,CSKA Moscow,Russian Premier Liga,1.72,0.89,64.9
79,78,São Paulo,Brasileiro Série A,1.58,0.78,64.85
80,74,Grêmio,Brasileiro Série A,1.63,0.82,64.84
81,68,Cadiz,Spanish Primera Division,1.55,0.76,64.63
82,81,Slavia Prague,UEFA Europa League,1.92,1.08,64.42
83,86,Braga,Portuguese Liga,1.84,1.01,64.35
84,83,SD Huesca,Spanish Primera Division,1.63,0.85,64.27
85,93,Werder Bremen,German Bundesliga,1.74,0.95,63.9
86,85,AFC Bournemouth,English League Championship,1.74,0.97,63.55
87,90,Dynamo Kiev,UEFA Europa League,1.87,1.08,63.45
88,69,Newcastle,Barclays Premier League,1.68,0.92,63.45
89,88,LASK Linz,Austrian T-Mobile Bundesliga,1.82,1.05,63.1
90,87,Sheffield United,Barclays Premier League,1.65,0.91,62.98
91,92,Celtic,Scottish Premiership,2.03,1.24,62.82
92,80,FC Cologne,German Bundesliga,1.76,1.01,62.81
93,96,Brentford,English League Championship,1.55,0.86,62.16
94,91,Palmeiras,Brasileiro Série A,1.57,0.88,62.01
95,94,Spartak Moscow,Russian Premier Liga,1.65,0.95,61.89
96,97,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
97,100,Bodo/Glimt,Norwegian Tippeligaen,2.33,1.55,61.76
98,111,Lens,French Ligue 1,1.64,0.96,61.64
99,95,Real Valladolid,Spanish Primera Division,1.61,0.93,61.51
100,98,Espanyol,Spanish Segunda Division,1.55,0.89,61.42
101,106,FC Midtjylland,Danish SAS-Ligaen,1.77,1.08,61.35
102,107,Sampdoria,Italy Serie A,1.78,1.1,61.15
103,102,Kawasaki Frontale,Japanese J League,1.93,1.23,61.07
104,104,FC Augsburg,German Bundesliga,1.63,0.97,61.0
105,105,PAOK Salonika,Greek Super League,1.47,0.85,60.57
106,114,Bologna,Italy Serie A,1.74,1.09,60.55
107,99,Verona,Italy Serie A,1.61,0.98,60.43
108,110,Boca Juniors,Argentina Primera Division,1.47,0.87,60.25
109,101,AZ,Dutch Eredivisie,1.92,1.28,59.88
110,103,Galatasaray,Turkish Turkcell Super Lig,1.71,1.09,59.88
111,108,Mainz,German Bundesliga,1.77,1.15,59.65
112,113,Atletico Mineiro,Brasileiro Série A,1.62,1.02,59.63
113,116,Angers,French Ligue 1,1.46,0.89,59.46
114,118,Watford,English League Championship,1.56,0.98,59.37
115,125,Feyenoord,Dutch Eredivisie,1.8,1.2,59.21
116,122,Internacional,Brasileiro Série A,1.41,0.85,59.21
117,139,St Etienne,French Ligue 1,1.48,0.94,58.8
118,115,Strasbourg,French Ligue 1,1.61,1.05,58.57
119,123,Genk,Belgian Jupiler League,1.91,1.33,58.51
120,128,Norwich City,English League Championship,1.67,1.11,58.47
121,109,Bordeaux,French Ligue 1,1.43,0.9,58.39
122,120,Shanghai SIPG,Chinese Super League,1.69,1.13,58.37
123,121,Beijing Guoan,Chinese Super League,1.76,1.21,58.34
124,112,Montpellier,French Ligue 1,1.67,1.13,58.24
125,127,Torino,Italy Serie A,1.7,1.17,57.75
126,158,Molde,Norwegian Tippeligaen,2.09,1.53,57.72
127,117,Basel,Swiss Raiffeisen Super League,1.69,1.18,57.55
128,124,Elche,Spanish Primera Division,1.51,1.01,57.43
129,137,Besiktas,Turkish Turkcell Super Lig,1.89,1.36,57.4
130,126,AEK Athens,Greek Super League,1.52,1.02,57.39
131,148,Metz,French Ligue 1,1.42,0.94,57.19
132,129,Sparta Prague,UEFA Europa League,1.74,1.25,56.89
133,132,Brest,French Ligue 1,1.7,1.22,56.76
134,130,Maccabi Tel-Aviv,UEFA Europa League,1.48,1.01,56.68
135,131,Tigres UANL,Mexican Primera Division Torneo Apertura,1.49,1.03,56.58
136,142,Arminia Bielefeld,German Bundesliga,1.5,1.05,56.33
137,141,Benevento,Italy Serie A,1.52,1.07,56.19
138,119,Nice,French Ligue 1,1.5,1.06,56.1
139,133,Malmo FF,Swedish Allsvenskan,1.73,1.27,56.09
140,136,Red Star Belgrade,UEFA Europa League,1.75,1.31,55.76
141,145,Reims,French Ligue 1,1.47,1.04,55.68
142,135,Parma,Italy Serie A,1.55,1.13,55.42
143,149,Trabzonspor,Turkish Turkcell Super Lig,1.62,1.21,55.18
144,138,Cardiff City,English League Championship,1.44,1.04,54.99
145,147,Cagliari,Italy Serie A,1.65,1.26,54.7
146,164,Sochi,Russian Premier Liga,1.45,1.07,54.58
147,150,León,Mexican Primera Division Torneo Apertura,1.49,1.11,54.56
148,134,West Bromwich Albion,Barclays Premier League,1.49,1.12,54.39
149,144,Nantes,French Ligue 1,1.48,1.12,54.13
150,159,Spezia,Italy Serie A,1.53,1.18,54.01
151,154,Ferencvaros,UEFA Champions League,1.62,1.26,53.98
152,167,Genoa,Italy Serie A,1.49,1.14,53.9
153,146,Lokomotiv Moscow,Russian Premier Liga,1.42,1.08,53.82
154,179,Guimaraes,Portuguese Liga,1.34,0.99,53.8
155,143,Dinamo Moscow,Russian Premier Liga,1.33,1.0,53.57
156,166,Fenerbahce,Turkish Turkcell Super Lig,1.74,1.4,53.5
157,140,Alanyaspor,Turkish Turkcell Super Lig,1.43,1.11,53.35
158,160,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
159,162,Bragantino,Brasileiro Série A,1.33,1.0,53.32
160,161,Hapoel Be'er,UEFA Europa League,1.62,1.29,53.32
161,165,Monterrey,Mexican Primera Division Torneo Apertura,1.56,1.24,53.09
162,169,Antwerp,Belgian Jupiler League,1.55,1.23,53.08
163,172,Santos,Brasileiro Série A,1.38,1.07,52.96
164,171,Rapid Vienna,Austrian T-Mobile Bundesliga,1.77,1.46,52.84
165,185,Lorient,French Ligue 1,1.42,1.12,52.82
166,156,Fluminense,Brasileiro Série A,1.3,1.0,52.8
167,168,CSKA Sofia,UEFA Europa League,1.32,1.02,52.77
168,155,Swansea City,English League Championship,1.3,1.0,52.73
169,157,Stoke City,English League Championship,1.27,0.97,52.71
170,152,Rostov,Russian Premier Liga,1.39,1.09,52.68
171,178,Blackburn,English League Championship,1.48,1.19,52.48
172,163,Anderlecht,Belgian Jupiler League,1.44,1.16,52.44
173,174,Vitesse,Dutch Eredivisie,1.61,1.32,52.43
174,151,Schalke 04,German Bundesliga,1.55,1.26,52.41
175,170,Middlesbrough,English League Championship,1.32,1.03,52.39
176,173,Cruz Azul,Mexican Primera Division Torneo Apertura,1.5,1.22,52.37
177,153,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.72,1.44,52.12
178,176,Pachuca,Mexican Primera Division Torneo Apertura,1.3,1.03,52.09
179,191,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.49,1.22,51.93
180,180,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
181,183,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.21,51.55
182,190,FC Utrecht,Dutch Eredivisie,1.65,1.4,51.36
183,177,Crotone,Italy Serie A,1.38,1.14,51.29
184,184,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
185,197,Ceará,Brasileiro Série A,1.37,1.14,51.07
186,181,FC Copenhagen,Danish SAS-Ligaen,1.56,1.34,51.05
187,182,Rio Ave,Portuguese Liga,1.19,0.96,51.04
188,186,Los Angeles FC,Major League Soccer,1.78,1.55,50.97
189,215,KAA Gent,Belgian Jupiler League,1.56,1.34,50.96
190,187,Philadelphia Union,Major League Soccer,1.6,1.38,50.91
191,188,CFR 1907 Cluj,UEFA Europa League,1.47,1.25,50.79
192,213,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.67,1.45,50.75
193,189,New York City FC,Major League Soccer,1.67,1.46,50.69
194,208,AGF Aarhus,Danish SAS-Ligaen,1.57,1.36,50.58
195,192,Ludogorets,UEFA Europa League,1.54,1.35,50.16
196,205,Dijon FCO,French Ligue 1,1.28,1.09,50.12
197,200,Sporting de Charleroi,Belgian Jupiler League,1.45,1.27,50.07
198,175,Mallorca,Spanish Segunda Division,1.21,1.02,50.01
199,194,Club América,Mexican Primera Division Torneo Apertura,1.49,1.3,50.0
200,211,Toulouse,French Ligue 2,1.61,1.43,49.91
201,195,Lech Poznan,UEFA Europa League,1.34,1.16,49.84
202,201,Rubin Kazan,Russian Premier Liga,1.19,1.0,49.83
203,198,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
204,241,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.48,1.31,49.53
205,204,Brondby,Danish SAS-Ligaen,1.55,1.39,49.46
206,203,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
207,196,Corinthians,Brasileiro Série A,1.23,1.06,49.35
208,199,Pacos Ferreira,Portuguese Liga,1.3,1.14,49.3
209,206,Atlético Paranaense,Brasileiro Série A,1.17,1.02,48.99
210,193,Reading,English League Championship,1.3,1.16,48.88
211,209,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
212,210,Racing Club,Argentina Primera Division,1.18,1.06,48.4
213,214,Seattle Sounders FC,Major League Soccer,1.43,1.33,48.14
214,216,Millwall,English League Championship,1.19,1.08,47.93
215,217,FK Qarabag,UEFA Europa League,1.32,1.23,47.77
216,207,Fortaleza,Brasileiro Série A,1.13,1.03,47.71
217,212,St Gallen,Swiss Raiffeisen Super League,1.41,1.33,47.67
218,220,Panathinaikos,Greek Super League,1.08,0.98,47.54
219,218,Barnsley,English League Championship,1.22,1.15,46.92
220,202,Standard Liege,Belgian Jupiler League,1.34,1.3,46.78
221,228,Bahía,Brasileiro Série A,1.32,1.28,46.75
222,225,Hamburg SV,German 2. Bundesliga,1.45,1.42,46.45
223,224,Guadalajara,Mexican Primera Division Torneo Apertura,1.26,1.22,46.42
224,227,Huddersfield Town,English League Championship,1.25,1.23,46.18
225,223,FC Nordsjaelland,Danish SAS-Ligaen,1.47,1.47,46.06
226,226,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
227,242,FC Lugano,Swiss Raiffeisen Super League,1.23,1.22,45.72
228,229,Lanus,Argentina Primera Division,1.28,1.27,45.68
229,219,Santa Clara,Portuguese Liga,1.26,1.25,45.67
230,239,Atlético Goianiense,Brasileiro Série A,1.14,1.12,45.64
231,243,FC Khimki,Russian Premier Liga,1.34,1.35,45.53
232,236,Preston North End,English League Championship,1.28,1.29,45.37
233,232,Omonia Nicosia,UEFA Europa League,1.41,1.43,45.33
234,234,New England Revolution,Major League Soccer,1.4,1.43,45.11
235,230,Gil Vicente,Portuguese Liga,1.14,1.15,45.08
236,237,Portimonense,Portuguese Liga,1.14,1.15,45.04
237,233,Terek Grozny,Russian Premier Liga,1.09,1.1,44.96
238,259,Derby County,English League Championship,1.12,1.13,44.94
239,235,FC Zorya Luhansk,UEFA Europa League,1.27,1.29,44.92
240,222,Nimes,French Ligue 1,1.32,1.36,44.84
241,238,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
242,221,Yokohama F. Marinos,Japanese J League,1.72,1.8,44.62
243,231,Queens Park Rangers,English League Championship,1.28,1.33,44.6
244,240,Famalicao,Portuguese Liga,1.24,1.28,44.6
245,245,Almeria,Spanish Segunda Division,1.13,1.16,44.55
246,244,Pumas Unam,Mexican Primera Division Torneo Apertura,1.25,1.3,44.41
247,246,Ural Sverdlovsk Oblast,Russian Premier Liga,1.16,1.2,44.32
248,265,Luton Town,English League Championship,1.1,1.14,44.11
249,249,Rotherham United,English League Championship,1.25,1.31,44.11
250,248,Djurgardens IF,Swedish Allsvenskan,1.3,1.37,44.07
251,262,Sivasspor,Turkish Turkcell Super Lig,1.15,1.21,43.98
252,255,Boavista,Portuguese Liga,1.11,1.17,43.88
253,253,SC Farense,Portuguese Liga,1.25,1.32,43.85
254,250,Aris Salonika,Greek Super League,1.32,1.4,43.8
255,252,Nottingham Forest,English League Championship,1.12,1.19,43.53
256,261,Botafogo,Brasileiro Série A,1.21,1.29,43.49
257,247,FC Groningen,Dutch Eredivisie,1.15,1.23,43.42
258,258,Kashima Antlers,Japanese J League,1.27,1.39,42.93
259,256,Bristol City,English League Championship,1.17,1.28,42.89
260,263,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
261,254,FC Arsenal Tula,Russian Premier Liga,1.15,1.26,42.79
262,264,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
263,267,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
264,283,Sparta,Dutch Eredivisie,1.45,1.61,42.55
265,260,FC Twente,Dutch Eredivisie,1.39,1.55,42.44
266,272,Portland Timbers,Major League Soccer,1.47,1.65,42.13
267,285,Randers FC,Danish SAS-Ligaen,1.23,1.39,42.03
268,251,FC Luzern,Swiss Raiffeisen Super League,1.38,1.56,41.99
269,274,Necaxa,Mexican Primera Division Torneo Apertura,1.14,1.29,41.95
270,269,Vasco da Gama,Brasileiro Série A,1.12,1.27,41.8
271,277,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
272,268,Birmingham,English League Championship,1.12,1.28,41.75
273,316,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.19,1.36,41.71
274,271,Hannover 96,German 2. Bundesliga,1.18,1.35,41.71
275,270,Rosenborg,Norwegian Tippeligaen,1.34,1.53,41.66
276,317,Fortuna Düsseldorf,German 2. Bundesliga,1.26,1.44,41.62
277,294,Amiens,French Ligue 2,1.03,1.17,41.55
278,302,Rayo Vallecano,Spanish Segunda Division,1.05,1.2,41.48
279,280,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
280,298,Moreirense,Portuguese Liga,1.04,1.19,41.34
281,281,Sporting Kansas City,Major League Soccer,1.36,1.57,41.31
282,279,Servette,Swiss Raiffeisen Super League,1.22,1.41,41.29
283,284,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
284,288,Chicago Fire,Major League Soccer,1.48,1.72,41.16
285,327,Heracles,Dutch Eredivisie,1.27,1.48,41.16
286,289,Minnesota United FC,Major League Soccer,1.42,1.65,41.11
287,257,Heerenveen,Dutch Eredivisie,1.48,1.71,41.1
288,290,Dundalk,UEFA Europa League,1.48,1.72,41.02
289,291,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
290,266,Troyes,French Ligue 2,1.1,1.28,40.89
291,293,FC Ufa,Russian Premier Liga,0.94,1.1,40.81
292,292,Columbus Crew,Major League Soccer,1.28,1.5,40.81
293,313,Clermont Foot,French Ligue 2,1.0,1.18,40.76
294,300,Maritimo,Portuguese Liga,1.09,1.29,40.76
295,276,Konyaspor,Turkish Turkcell Super Lig,1.17,1.39,40.63
296,296,Orlando City SC,Major League Soccer,1.32,1.56,40.56
297,308,Auxerre,French Ligue 2,1.21,1.43,40.55
298,307,SC Paderborn,German 2. Bundesliga,1.22,1.45,40.54
299,297,Inter Miami CF,Major League Soccer,1.28,1.51,40.49
300,278,Monza,Italy Serie B,1.2,1.42,40.44
301,299,Patronato,Argentina Primera Division,1.2,1.43,40.35
302,301,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
303,306,Leganes,Spanish Segunda Division,0.98,1.18,40.23
304,304,Tijuana,Mexican Primera Division Torneo Apertura,1.15,1.38,40.19
305,305,IFK Norrkoping,Swedish Allsvenskan,1.53,1.82,40.17
306,275,Goztepe,Turkish Turkcell Super Lig,1.23,1.47,40.15
307,314,Goiás,Brasileiro Série A,1.15,1.38,40.08
308,287,OH Leuven,Belgian Jupiler League,1.39,1.66,40.04
309,324,PEC Zwolle,Dutch Eredivisie,1.25,1.5,39.96
310,303,Coventry City,English League Championship,1.09,1.32,39.94
311,326,Sport Recife,Brasileiro Série A,1.09,1.32,39.93
312,311,Colorado Rapids,Major League Soccer,1.37,1.65,39.89
313,312,Slovan Liberec,UEFA Europa League,1.19,1.44,39.87
314,310,C.D. Nacional,Portuguese Liga,1.1,1.34,39.83
315,286,FC Zurich,Swiss Raiffeisen Super League,1.26,1.53,39.74
316,315,Toronto FC,Major League Soccer,1.29,1.57,39.67
317,318,Banfield,Argentina Primera Division,0.98,1.2,39.66
318,348,Grenoble,French Ligue 2,0.99,1.21,39.6
319,320,Atlas,Mexican Primera Division Torneo Apertura,1.08,1.32,39.56
320,321,Rijeka,UEFA Europa League,1.28,1.56,39.55
321,309,Belenenses,Portuguese Liga,0.91,1.11,39.54
322,282,St. Pölten,Austrian T-Mobile Bundesliga,1.37,1.66,39.52
323,322,Arizona United,United Soccer League,1.48,1.8,39.5
324,323,FC Dallas,Major League Soccer,1.27,1.55,39.47
325,325,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.44,39.38
326,344,Kashiwa Reysol,Japanese J League,1.26,1.55,39.36
327,329,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
328,330,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
329,332,BK Hacken,Swedish Allsvenskan,1.07,1.34,38.97
330,340,Odense BK,Danish SAS-Ligaen,1.19,1.49,38.89
331,334,New York Red Bulls,Major League Soccer,1.3,1.63,38.83
332,319,Tondela,Portuguese Liga,1.1,1.39,38.77
333,295,AaB,Danish SAS-Ligaen,1.14,1.44,38.73
334,336,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
335,355,Wycombe Wanderers,English League Championship,1.12,1.41,38.64
336,338,Henan Jianye,Chinese Super League,1.25,1.57,38.55
337,339,FC Juárez,Mexican Primera Division Torneo Apertura,1.12,1.42,38.51
338,359,SpVgg Greuther Fürth,German 2. Bundesliga,1.18,1.5,38.45
339,333,Hibernian,Scottish Premiership,1.16,1.49,38.29
340,360,VfL Bochum,German 2. Bundesliga,1.2,1.53,38.29
341,372,Fatih Karagümrük,Turkish Turkcell Super Lig,1.2,1.54,38.22
342,342,Toluca,Mexican Primera Division Torneo Apertura,1.24,1.59,38.16
343,343,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
344,354,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.15,1.48,38.14
345,335,Coritiba,Brasileiro Série A,1.05,1.36,38.13
346,368,Antalyaspor,Turkish Turkcell Super Lig,1.09,1.4,38.13
347,337,KV Mechelen,Belgian Jupiler League,1.37,1.74,38.11
348,346,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
349,347,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.58,1.99,38.08
350,394,Lausanne Sports,Swiss Raiffeisen Super League,1.12,1.44,38.02
351,349,Huracán,Argentina Primera Division,0.95,1.24,37.93
352,350,Hammarby,Swedish Allsvenskan,1.48,1.89,37.89
353,381,Holstein Kiel,German 2. Bundesliga,1.18,1.53,37.8
354,357,Sheffield Wednesday,English League Championship,0.98,1.28,37.76
355,393,Valerenga,Norwegian Tippeligaen,1.18,1.53,37.74
356,356,Eupen,Belgian Jupiler League,1.15,1.5,37.66
357,358,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
358,273,Kasimpasa,Turkish Turkcell Super Lig,1.24,1.61,37.57
359,331,Cerezo Osaka,Japanese J League,0.97,1.28,37.56
360,371,Nagoya Grampus Eight,Japanese J League,0.9,1.2,37.55
361,345,Karlsruher SC,German 2. Bundesliga,1.2,1.57,37.42
362,362,Atlanta United FC,Major League Soccer,1.11,1.46,37.41
363,365,KV Kortrijk,Belgian Jupiler League,1.16,1.53,37.36
364,363,Atromitos,Greek Super League,1.0,1.33,37.25
365,328,Girona FC,Spanish Segunda Division,0.86,1.16,37.2
366,364,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
367,352,1. FC Heidenheim 1846,German 2. Bundesliga,1.04,1.4,37.0
368,369,Nashville SC,Major League Soccer,0.99,1.33,36.92
369,386,Aberdeen,Scottish Premiership,1.06,1.43,36.89
370,383,SV Darmstadt 98,German 2. Bundesliga,1.23,1.65,36.74
371,353,Lecce,Italy Serie B,1.21,1.62,36.74
372,373,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
373,380,Hartberg,Austrian T-Mobile Bundesliga,1.3,1.74,36.51
374,375,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
375,366,SV Zulte Waregem,Belgian Jupiler League,1.25,1.69,36.39
376,379,Caykur Rizespor,Turkish Turkcell Super Lig,1.23,1.67,36.37
377,377,KV Oostende,Belgian Jupiler League,1.12,1.53,36.3
378,378,Houston Dynamo,Major League Soccer,1.28,1.73,36.3
379,376,Sporting Gijón,Spanish Segunda Division,0.81,1.14,36.2
380,389,Willem II,Dutch Eredivisie,1.3,1.76,36.12
381,341,Sanfrecce Hiroshima,Japanese J League,0.91,1.28,36.03
382,367,Sonderjyske,Danish SAS-Ligaen,1.13,1.56,35.98
383,382,FC Tambov,Russian Premier Liga,0.99,1.38,35.94
384,361,1. FC Nürnberg,German 2. Bundesliga,1.1,1.53,35.82
385,351,Hull City,English League One,1.16,1.6,35.8
386,384,San Jose Earthquakes,Major League Soccer,1.29,1.78,35.71
387,374,Real Oviedo,Spanish Segunda Division,0.96,1.36,35.65
388,387,Puebla,Mexican Primera Division Torneo Apertura,1.04,1.46,35.64
389,400,FK Volgograd,Russian Premier Liga,0.93,1.33,35.48
390,390,IF Elfsborg,Swedish Allsvenskan,1.2,1.68,35.41
391,391,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.09,1.53,35.39
392,392,Melbourne City,Australian A-League,1.17,1.64,35.39
393,397,Hatayspor,Turkish Turkcell Super Lig,1.01,1.44,35.31
394,395,Sydney FC,Australian A-League,1.12,1.58,35.2
395,430,Fuenlabrada,Spanish Segunda Division,0.93,1.36,35.02
396,405,FC Sion,Swiss Raiffeisen Super League,1.07,1.53,35.02
397,370,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.15,1.64,34.86
398,398,OFI Crete,Greek Super League,1.06,1.52,34.85
399,399,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
400,388,Viking FK,Norwegian Tippeligaen,1.35,1.92,34.4
401,404,Los Angeles Galaxy,Major League Soccer,1.27,1.83,34.26
402,428,Portsmouth,English League One,1.03,1.52,34.19
403,406,Sunderland,English League One,0.98,1.47,34.01
404,431,St. Truidense,Belgian Jupiler League,1.14,1.68,33.96
405,401,Gamba Osaka,Japanese J League,1.02,1.53,33.76
406,408,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
407,409,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
408,413,FC Tokyo,Japanese J League,0.93,1.41,33.7
409,410,Real Salt Lake,Major League Soccer,1.0,1.51,33.64
410,411,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
411,421,Fortuna Sittard,Dutch Eredivisie,1.28,1.87,33.59
412,412,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
413,403,Spal,Italy Serie B,0.97,1.48,33.47
414,415,AIK,Swedish Allsvenskan,0.87,1.36,33.28
415,396,Kristiansund BK,Norwegian Tippeligaen,1.27,1.88,33.18
